article_id,article_version,icd10_noncovered_group,"paragraph",last_updated
58095,13,1,"<p>N/A</p>",2023-12-20 12:43:14.883000000
58097,13,1,"<p>N/A</p>",2023-12-20 12:44:12.230000000
58110,22,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-04-11 13:05:44.307000000
58113,6,1,"",2023-11-07 12:35:43.010000000
58116,28,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-03-18 17:24:40.243000000
58120,16,1,"<p>N/A</p>",2023-11-22 18:58:03.220000000
58121,15,1,"<p>N/A</p>",2023-11-22 18:58:22.320000000
58127,19,1,"<p><span style=""line-height: 115%;"">All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article. <strong>Group 1 Codes:</strong></span></p>",2025-09-30 23:50:45.067000000
58133,22,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-03-18 11:47:30.463000000
58136,22,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-04-11 13:06:39.870000000
58138,19,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-03-18 11:51:40.727000000
58152,6,1,"",2024-09-17 15:49:31.840000000
58159,4,1,"<p>N/A</p>",2020-05-14 19:50:42.230000000
58168,30,1,"<p>N/A</p>",2025-07-18 13:36:28.320000000
58170,30,1,"<p>N/A</p>",2025-07-18 13:37:19.350000000
58181,23,1,"<p>N/A</p>",2024-01-08 13:56:07.207000000
58183,18,1,"<p>N//A</p>",2025-09-22 13:19:13.777000000
58185,18,1,"<p>N/A</p>",2025-09-22 13:20:49.573000000
58187,24,1,"<p>N/A</p>",2024-01-08 13:56:45.507000000
58205,11,1,"<p>N/A</p>",2024-06-18 13:55:31.420000000
58207,31,1,"<p>N/A</p>",2025-07-24 19:58:44.713000000
58209,5,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2022-10-18 15:12:18.023000000
58211,23,1,"<p>N/A</p>",2024-01-23 17:38:09.410000000
58213,16,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-04-22 17:24:51.657000000
58216,4,1,"<p><span style=""line-height: 115%;"">All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</span></p>",2020-06-19 14:06:17.413000000
58218,9,1,"",2023-11-08 14:21:14.930000000
58223,12,1,"",2025-09-04 18:55:24.593000000
58227,8,1,"<p><span style=""line-height: 115%;"">All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article. </span></p>",2023-12-11 04:26:57.783000000
58229,7,1,"<p><span style=""text-align: left; color: #212529; text-transform: none; text-indent: 0px; letter-spacing: normal; font-family: Verdana, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-style: normal; font-weight: 400; word-spacing: 0px; float: none; display: inline !important; white-space: normal; orphans: 2; widows: 2; background-color: #ffffff; font-variant-ligatures: normal; -webkit-text-stroke-width: 0px; font-variant-caps: normal; text-decoration-style: initial; text-decoration-color: initial;"">All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</span></p>",2023-12-11 04:31:15.467000000
58232,3,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2020-05-28 12:07:32.990000000
58243,3,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2020-11-06 11:44:32.303000000
58250,14,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-01-24 17:23:27.193000000
58264,3,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2020-11-06 11:45:18.247000000
58275,9,1,"<p>N/A</p>",2022-07-01 17:29:40.450000000
58277,13,1,"<p>All those not listed under the <em><strong>ICD-10-CM Codes that Support Medical Necessity</strong></em> section of this article.</p>",2025-04-09 14:29:58.357000000
58282,8,1,"",2023-06-19 19:26:36.047000000
58287,5,1,"",2021-12-29 15:47:22.210000000
58294,7,1,"<p><span style=""line-height: 115%;"">All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article</span></p>",2021-12-15 19:29:27.587000000
58308,18,1,"",2024-09-04 13:37:23.603000000
58318,58,1,"",2025-06-27 13:11:47.320000000
58321,7,1,"<p><span style=""line-height: 115%;"">All those not listed under the <strong><em>ICD-10-CM Codes that Support Medical Necessity</em></strong> section of this article. </span></p>",2021-12-21 15:13:33.283000000
58323,12,1,"",2025-09-16 16:00:13.467000000
58324,33,1,"",2025-06-24 13:27:17.880000000
58343,11,1,"",2022-01-28 16:21:56.987000000
58345,12,1,"<p><br />All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity"" section of this article.</p>",2020-08-21 15:44:02.990000000
58350,22,1,"",2024-12-18 18:34:42.760000000
58354,10,1,"",2024-04-12 13:41:52.793000000
58359,13,1,"",2025-08-29 16:26:45.320000000
58362,10,1,"<p>N/A</p>",2023-11-08 14:12:36.593000000
58364,32,1,"",2025-01-14 18:02:18.860000000
58367,6,1,"",2021-12-28 21:23:47.787000000
58371,12,1,"",2023-12-13 11:56:18.880000000
58376,54,1,"",2025-08-29 17:42:45.837000000
58392,13,1,"",2024-12-17 19:38:02.840000000
58395,35,1,"<p>N/A</p>",2025-07-22 17:57:10.823000000
58403,24,1,"",2024-12-20 18:38:13.730000000
58405,21,1,"",2024-12-20 18:40:03.543000000
58406,24,1,"",2025-06-11 13:20:25.030000000
58410,9,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2022-01-14 13:55:22.250000000
58412,4,1,"",2020-08-21 21:10:25.157000000
58414,11,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2022-01-14 13:47:59.623000000
58423,46,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-19 12:50:35.750000000
58428,24,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-26 14:01:05.133000000
58434,26,1,"",2025-09-19 17:54:03.340000000
58436,13,1,"<p><span style=""line-height: 115%;"">All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</span></p>",2025-09-04 18:54:29.887000000
58454,37,1,"<p>N/A</p>",2025-08-29 14:32:54.740000000
58456,33,1,"<p>N/A</p>",2025-08-29 14:29:24.827000000
58468,29,1,"<p>N/A</p>",2025-09-17 19:53:52.900000000
58471,10,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2023-02-15 13:42:16.503000000
58473,10,1,"",2024-06-18 13:01:15.043000000
58477,19,1,"",2024-12-18 15:39:42.630000000
58503,12,1,"",2023-08-22 15:20:43.020000000
58541,13,1,"",2023-01-20 12:12:00.770000000
58543,12,1,"",2023-01-20 12:12:38.330000000
58559,30,1,"",2025-01-14 15:14:36.067000000
58565,37,1,"<p><strong><u><span style=""line-height: 107%;"">All</span></u></strong><span style=""line-height: 107%;""> ICD-10 codes that are <strong><u>not</u></strong> listed in the ICD-10 Codes That Support Medical Necessity section of this policy.</span></p>",2025-09-04 19:03:49.450000000
58573,10,1,"",2025-01-24 17:37:17.510000000
58575,35,1,"<p>All those not listed under the ""ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-07-11 13:24:26.950000000
58577,31,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-07-11 13:25:33.427000000
58578,11,1,"<p>All those not listed under the ""ICD-10 Codes that Support Medical Necessity"" section of this article.</p>",2023-11-16 19:25:20.640000000
58582,17,1,"",2025-09-18 19:38:12.087000000
58592,19,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-26 14:06:34.903000000
58609,6,1,"",2021-11-19 18:19:05.353000000
58641,4,1,"",2021-02-10 21:01:14.093000000
58649,8,1,"",2025-04-21 16:47:21.613000000
58650,4,1,"",2021-04-13 12:53:26.590000000
58652,25,1,"<p>N/A</p>",2025-08-29 17:42:04.080000000
58656,8,1,"",2024-06-14 17:28:43.430000000
58664,9,1,"",2024-04-04 12:36:19.860000000
58673,7,1,"<p>N/A</p>",2023-11-22 19:02:54.993000000
58674,7,1,"<p>N/A</p>",2023-11-22 19:03:15
58677,5,1,"",2023-11-07 12:39:48.677000000
58679,28,1,"<p>N/A</p>",2025-08-29 14:19:31.490000000
58681,26,1,"<p>N/A</p>",2025-08-29 14:20:14.940000000
58689,6,1,"",2023-09-19 13:22:32.483000000
58695,11,1,"",2025-01-13 16:08:10.913000000
58700,14,1,"<p>N/A</p>",2025-01-17 14:17:20.590000000
58706,12,1,"",2023-11-08 14:53:40.743000000
58710,81,1,"",2025-08-22 20:45:47.583000000
58713,10,1,"<p>N/A</p>",2025-02-06 20:19:12.593000000
58718,13,1,"<p>N/A</p>",2025-01-17 13:20:44.897000000
58720,75,1,"<p>N/A</p>",2025-09-04 14:58:27.153000000
58722,3,1,"<p>N/A</p>",2021-05-11 19:53:47.413000000
58724,13,1,"<p>N/A</p>",2025-01-17 13:21:44.790000000
58726,73,1,"<p>N/A</p>",2025-09-04 14:59:02.477000000
58731,16,1,"",2025-03-06 18:09:52.650000000
58734,18,1,"",2025-09-19 18:10:31.370000000
58737,10,1,"",2023-11-15 12:45:39.003000000
58741,17,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-07-24 14:54:39.267000000
58745,20,1,"",2025-03-14 19:03:50.007000000
58747,56,1,"",2025-09-03 19:07:46.103000000
58756,22,1,"<p>N/A</p>",2025-09-17 17:53:41.100000000
58759,11,1,"",2025-01-24 18:46:47.307000000
58761,60,1,"<p>N/A</p>",2025-09-17 19:19:35.350000000
58774,19,1,"",2025-09-16 19:45:18.710000000
58777,11,1,"",2023-11-20 16:38:03.117000000
58788,16,1,"",2025-09-04 19:02:12.993000000
58795,15,1,"",2025-01-24 17:57:05.400000000
58797,15,1,"",2025-01-24 17:58:11.567000000
58801,77,1,"<p><span style=""line-height: 115%;"">All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</span></p>",2025-09-26 14:01:54.923000000
58808,12,1,"<p>N/A</p>",2023-07-14 11:34:24.400000000
58810,11,1,"<p>N/A</p>",2023-07-14 11:34:57.583000000
58812,73,1,"<p><span style=""line-height: 115%;"">All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</span></p>",2025-09-26 14:12:46.790000000
58814,11,1,"",2023-12-20 16:00:55.060000000
58817,6,1,"",2023-11-07 16:43:54.390000000
58821,7,1,"",2022-03-09 15:36:34.360000000
58828,12,1,"",2025-06-12 16:53:09.110000000
58833,17,1,"<p>For the specific HCPCS code indicated above, all ICD-10 codes that are not specified in the previous section.</p>
<p>For all other HCPCS codes, ICD-10 codes are not specified.</p>",2023-11-01 18:00:24.930000000
58836,20,1,"<p>N/A</p>",2023-05-11 16:14:08.613000000
58865,23,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-22 11:36:32.577000000
58867,22,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>
<p>&nbsp;</p>",2025-09-22 11:42:38.227000000
58872,6,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-26 14:02:54.337000000
58873,7,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-26 14:13:35.937000000
58876,8,1,"",2024-12-18 13:35:33.923000000
58883,6,1,"<p><span style=""line-height: 115%;"">All those not listed under the <strong><em>ICD-10-CM Codes that Support Medical Necessity</em></strong> section of this article.</span></p>",2023-03-08 14:23:30.547000000
58893,18,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-17 20:36:24.793000000
58917,85,1,"",2025-10-10 14:44:02.707000000
58918,79,1,"",2025-10-10 14:44:41.010000000
58921,10,1,"",2024-10-21 10:27:51.380000000
58963,10,1,"",2025-07-16 15:41:29.233000000
58973,26,1,"<p>N/A</p>",2025-09-19 19:14:52.920000000
58975,26,1,"<p>N/A</p>",2025-09-19 19:15:40.560000000
58982,19,1,"",2025-04-10 12:56:55.453000000
58988,24,1,"",2025-04-15 11:39:47.337000000
58993,16,1,"",2025-09-04 18:56:44.437000000
58996,30,1,"<p>&nbsp;N/A</p>",2025-04-15 12:37:32.130000000
58997,28,1,"<p>N/A</p>",2025-04-15 12:39:50.273000000
58998,19,1,"",2025-04-14 12:10:38.457000000
59004,20,1,"",2025-04-25 17:04:32.047000000
59006,4,1,"",2023-11-07 12:36:50.980000000
59015,3,1,"",2023-03-24 13:40:24.893000000
59028,8,1,"",2023-12-13 00:31:38.737000000
59030,9,1,"",2024-07-29 13:32:59.500000000
59032,6,1,"<p>N/A</p>",2023-11-22 17:23:11.323000000
59034,6,1,"<p>N/A</p>",2023-11-22 17:23:36.600000000
59036,15,1,"",2025-08-26 13:29:33.517000000
59040,12,1,"",2024-12-23 16:53:17.577000000
59042,13,1,"",2024-08-08 18:09:08.973000000
59049,16,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2023-11-22 12:43:44.360000000
59051,6,1,"",2025-02-06 19:17:00.407000000
59055,12,1,"<p>N/A</p>",2025-06-16 12:53:45.857000000
59060,3,1,"<b>ICD-10-CM code Z30.2, sterilization should be noted in Item 24E of the CMS-1500 claim form or the electronic equivalent:</b>",2022-04-07 16:12:12.597000000
59066,9,1,"",2024-10-29 18:13:06.800000000
59086,20,1,"",2023-12-08 14:09:03.623000000
59101,27,1,"",2025-09-17 14:19:30.643000000
59105,30,1,"",2025-09-17 14:18:40.027000000
59109,7,1,"",2023-10-03 12:37:44.847000000
59121,3,1,"",2023-03-22 12:01:22.960000000
59123,28,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-01-03 19:42:36.483000000
59125,38,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-01-03 19:41:29.280000000
59126,5,1,"",2024-03-05 16:37:45.727000000
59154,12,1,"",2025-03-18 17:11:38.393000000
59158,9,1,"",2024-01-02 22:06:16.573000000
59160,13,1,"",2025-08-14 18:05:50.007000000
59163,6,1,"",2023-11-15 12:05:01.457000000
59170,5,1,"",2023-08-22 19:03:46.347000000
59175,10,1,"",2024-09-25 13:10:32.067000000
59177,11,1,"",2024-09-25 13:11:36.733000000
59179,9,1,"<p>N/A</p>",2023-11-22 17:10:57
59181,7,1,"<p>N/A</p>",2023-11-22 17:11:31.457000000
59186,22,1,"",2025-08-25 19:39:12.517000000
59192,15,1,"",2024-11-08 16:43:50.060000000
59205,3,1,"",2023-01-13 14:25:21.660000000
59215,8,1,"",2025-02-25 17:09:52.710000000
59217,4,1,"",2022-09-09 11:19:41.813000000
59218,4,1,"",2022-09-09 11:20:33.497000000
59233,18,1,"",2024-05-20 11:58:35.723000000
59244,17,1,"<p>N/A</p>",2024-05-31 17:09:36.833000000
59246,17,1,"<p>N/A</p>",2024-05-31 17:13:45.137000000
59249,8,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2024-09-13 15:20:14.457000000
59250,7,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2024-09-13 15:20:41.803000000
59254,3,1,"<p>N/A</p>",2022-09-20 12:24:34.223000000
59257,11,1,"",2024-12-18 15:04:20.420000000
59259,8,1,"",2024-11-20 13:59:47.860000000
59261,7,1,"<p>N/A</p>",2025-09-17 17:20:53.207000000
59268,27,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-01-24 14:03:23.493000000
59270,26,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-01-24 14:03:59.767000000
59295,6,1,"",2025-04-16 19:11:30.957000000
59299,8,1,"",2025-09-18 19:41:50.653000000
59311,9,1,"",2024-09-18 12:58:18.373000000
59318,12,1,"",2023-11-15 12:43:57.037000000
59323,4,1,"",2024-12-03 17:14:53.767000000
59332,11,1,"",2024-11-07 20:30:25.570000000
59350,19,1,"<p><span style=""line-height: 115%;"">N/A</span></p>",2025-08-13 19:11:01.077000000
59371,4,1,"",2025-08-20 14:28:23.030000000
59374,14,1,"<p><p style=""line-height: normal;"">All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p></p>",2025-09-18 20:03:02.400000000
59380,3,1,"<p>N/A</p>",2024-06-28 13:40:37.277000000
59382,4,1,"<p>N/A</p>",2024-06-28 11:41:21.453000000
59386,3,1,"<p>N/A</p>",2024-06-28 14:07:23.513000000
59401,3,1,"<p>N/A</p>",2024-06-28 14:08:24.147000000
59416,6,1,"",2024-09-17 16:42:27.277000000
59423,3,1,"",2023-11-07 13:39:13.647000000
59429,3,1,"",2024-06-25 12:23:19.727000000
59434,19,1,"<p>All those not listed under the &#8220;ICD-10 Codes that Support Medical Necessity&#8221; section of this article.</p>",2025-09-16 17:56:25.783000000
59449,2,1,"",2023-06-01 15:03:46.650000000
59462,4,1,"",2024-08-01 12:59:19.297000000
59466,6,1,"<p>All codes not listed in Group one paragraph Diagnosis Codes</p>",2023-12-11 04:44:05.157000000
59468,5,1,"<p>All codes not listed in Group one paragraph Diagnosis Codes.</p>",2023-12-11 04:50:00.480000000
59470,4,1,"",2024-06-07 12:15:47.607000000
59472,4,1,"",2024-08-01 13:59:00.267000000
59474,4,1,"",2025-05-13 19:14:46.320000000
59476,4,1,"",2024-08-02 14:22:52.313000000
59480,10,1,"",2025-09-18 19:56:26.323000000
59482,4,1,"",2025-06-11 12:11:53.170000000
59484,8,1,"",2025-01-02 16:02:07.363000000
59487,11,1,"",2025-09-17 20:30:08.690000000
59491,7,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2023-07-21 14:46:44.033000000
59492,6,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2023-07-21 14:47:59.330000000
59498,6,1,"",2025-08-20 17:42:34.193000000
59505,4,1,"<p>N/A</p>",2024-08-02 11:56:44.560000000
59507,4,1,"<p>N/A</p>",2024-08-02 11:57:21.650000000
59509,4,1,"<p>N/A</p>",2024-06-07 12:35:20.710000000
59511,4,1,"<p>N/A</p>",2024-06-07 12:38:07.457000000
59513,3,1,"<p>N/A</p>",2024-08-01 12:27:55.410000000
59515,3,1,"<p>N/A</p>",2024-08-01 12:29:11.607000000
59521,10,1,"",2025-01-02 13:12:49.380000000
59522,10,1,"",2025-01-02 13:13:38.730000000
59529,10,1,"",2025-08-01 00:24:31.887000000
59536,7,1,"",2025-01-23 20:22:49.190000000
59549,3,1,"",2024-07-24 13:43:50.450000000
59551,3,1,"",2024-07-24 13:55:15.900000000
59553,8,1,"<p>Non-covered</p>",2025-09-16 19:54:31.003000000
59560,3,1,"",2024-06-05 12:00:51.310000000
59561,3,1,"<p>N/A</p>",2023-09-19 20:27:07.247000000
59576,7,1,"",2023-11-09 23:48:57.270000000
59595,3,1,"<p>Any ICD-10-CM code not listed as required above.</p>",2024-06-03 11:31:32.570000000
59608,30,1,"",2025-03-03 16:55:25.487000000
59617,16,1,"",2024-04-15 17:10:19.130000000
59618,18,1,"<p>All those, within the scope of the LCD, not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-05-13 12:02:48.880000000
59619,6,1,"",2023-12-21 13:57:39.970000000
59620,5,1,"",2023-12-21 13:56:59.403000000
59624,17,1,"",2025-09-04 18:53:05.607000000
59625,10,1,"",2024-04-20 20:04:04.330000000
59626,6,1,"<p>All those, within the scope of the LCD, not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2024-11-09 03:26:42.610000000
59627,11,1,"",2024-04-20 20:04:33.883000000
59628,7,1,"<p>All those, within the scope of the LCD, not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2024-11-09 03:26:07.790000000
59632,19,1,"",2025-01-17 17:37:07.203000000
59634,8,1,"",2025-01-13 15:19:23.103000000
59636,24,1,"",2025-08-09 02:59:15.843000000
59641,24,1,"<p>N/A</p>",2025-08-08 14:22:49.420000000
59642,24,1,"<p>N/A</p>",2025-08-08 14:23:26.480000000
59646,14,1,"",2025-10-07 14:07:30.040000000
59649,21,1,"<p>N/A</p>",2025-08-21 19:50:37.610000000
59654,4,1,"<p>N/A</p>",2024-05-21 14:17:38.910000000
59657,9,1,"",2025-07-17 23:00:57.207000000
59661,2,1,"",2024-01-16 18:29:07.243000000
59664,13,1,"",2025-01-24 14:21:09.343000000
59668,25,1,"<p><span style=""line-height: 115%;"">All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article. </span></p>",2025-01-17 15:11:32.027000000
59671,2,1,"",2024-03-22 14:00:22.843000000
59672,5,1,"",2024-12-23 14:10:47.430000000
59674,15,1,"<p><span style=""line-height: 115%;"">All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article. </span></p>",2025-01-17 15:12:16.830000000
59678,4,1,"",2024-02-22 19:17:29.483000000
59680,3,1,"",2024-02-16 18:32:52.820000000
59681,2,1,"",2024-02-08 17:17:21.590000000
59682,4,1,"",2024-12-27 21:50:19.517000000
59685,4,1,"<p>N/A</p>",2024-02-23 14:22:38.823000000
59687,5,1,"<p>N/A</p>",2024-02-23 14:23:18.213000000
59690,7,1,"",2024-04-19 13:05:43.477000000
59691,9,1,"<p><span style=""line-height: 115%; background: white;"">All those, within the scope of the LCD, not listed under <strong><em>ICD-10-CM Codes that Support Medical Necessity</em></strong> section of this article.</span></p>",2025-02-12 15:19:47.467000000
59694,3,1,"",2024-03-21 16:46:12.900000000
59695,5,1,"",2024-12-23 11:43:13.990000000
59696,3,1,"",2024-03-21 16:53:35.990000000
59697,5,1,"",2024-12-23 11:50:10.673000000
59698,3,1,"",2024-02-22 21:28:43.410000000
59700,2,1,"",2024-02-28 13:08:05.180000000
59706,9,1,"",2024-05-21 12:22:38.397000000
59711,3,1,"",2024-04-16 17:48:39.743000000
59712,8,1,"<p>All those, within the scope of the LCD, not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2024-11-08 12:58:16.930000000
59713,5,1,"",2024-05-20 14:00:21.180000000
59716,5,1,"",2024-09-30 17:56:14.213000000
59718,6,1,"",2024-12-26 14:29:32.857000000
59721,3,1,"",2024-10-04 13:41:03.940000000
59723,5,1,"<p><span style=""line-height: 115%;"">ICD-10 codes must be coded to the highest level of specificity.</span></p>",2024-11-01 18:01:21.580000000
59725,3,1,"",2024-05-23 12:18:32.350000000
59727,4,1,"<p>N/A<br /><br /><br /></p>",2024-05-23 22:26:32.723000000
59728,4,1,"<p>N/A<br /><br /><br /></p>",2024-05-23 22:28:12.963000000
59731,5,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2024-04-19 18:40:03.840000000
59733,5,1,"",2024-10-03 12:46:21.677000000
59739,2,1,"",2024-04-16 11:53:50.073000000
59740,8,1,"<p>All those, within the scope of the LCD, not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-03-18 19:33:11.400000000
59741,4,1,"",2024-05-17 17:00:44.797000000
59743,4,1,"",2024-05-17 11:51:08.703000000
59744,4,1,"<p>N/A</p>",2024-05-17 11:51:48.583000000
59752,4,1,"",2024-04-17 15:53:22.593000000
59754,3,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2024-04-19 18:41:11.620000000
59764,13,1,"",2025-09-26 14:14:17.433000000
59766,23,1,"",2025-09-26 14:03:36.920000000
59769,6,1,"",2024-10-17 11:51:05.660000000
59771,5,1,"",2024-10-17 11:52:02.337000000
59792,3,1,"",2024-05-17 17:53:38.763000000
59798,2,1,"",2024-05-21 12:23:03.120000000
59805,18,1,"",2025-04-25 15:53:15.497000000
59807,5,1,"<p>Any ICD-10-CM code not listed in Group 1 &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section.</p>",2024-11-06 21:55:02.063000000
59808,2,1,"",2024-05-21 16:54:13.630000000
59811,3,1,"",2024-08-22 12:36:21.937000000
59813,3,1,"",2024-10-03 13:54:21.463000000
59819,18,1,"",2025-03-20 20:42:05.767000000
59820,4,1,"<p><span style=""line-height: 115%;"">N/A</span></p>",2024-08-23 12:49:14.053000000
59826,2,1,"",2024-07-23 14:50:41.697000000
59827,5,1,"",2025-06-27 15:24:41.790000000
59834,4,1,"",2024-07-23 13:58:21.253000000
59835,5,1,"",2025-06-27 16:13:49.990000000
59836,4,1,"",2024-07-23 13:59:08.717000000
59837,5,1,"",2025-06-27 16:14:30.963000000
59839,3,1,"",2024-06-20 20:16:06.757000000
59840,5,1,"",2024-08-23 12:47:56.960000000
59845,5,1,"",2024-08-23 12:48:22.247000000
59846,2,1,"",2024-08-19 13:21:44.660000000
59847,8,1,"",2025-09-16 12:46:06.443000000
59848,3,1,"",2024-08-19 13:20:41.900000000
59849,8,1,"",2025-09-18 14:46:44.043000000
59859,3,1,"",2024-09-30 13:10:20.173000000
59860,5,1,"",2025-08-22 15:36:03.890000000
59861,3,1,"",2024-09-30 13:09:47.013000000
59862,7,1,"",2025-09-19 17:11:59.637000000
59863,3,1,"<p>N/A</p>",2024-07-11 16:08:52.590000000
59864,3,1,"<p>N/A</p>",2024-07-11 16:14:14.457000000
59865,3,1,"",2024-08-23 12:48:45.040000000
59866,3,1,"",2025-02-18 14:09:52.120000000
59867,3,1,"",2024-08-19 15:02:13.113000000
59868,7,1,"",2025-09-19 13:35:19.537000000
59869,3,1,"",2024-08-19 15:03:26.287000000
59870,7,1,"",2025-09-19 13:35:47.430000000
59871,3,1,"",2024-08-19 15:06:38.890000000
59872,8,1,"",2025-09-19 13:39:05.650000000
59873,3,1,"",2024-08-19 15:07:54.227000000
59874,8,1,"",2025-09-19 13:39:33.380000000
59877,2,1,"",2024-08-23 12:49:35.807000000
59878,4,1,"",2025-01-24 20:11:21.993000000
59879,3,1,"",2024-10-03 11:03:05.607000000
59880,3,1,"",2025-02-18 17:08:42.070000000
59881,3,1,"",2024-08-21 12:42:15.460000000
59882,6,1,"",2025-09-04 18:59:33.317000000
59883,3,1,"",2024-08-21 12:43:35.933000000
59892,2,1,"",2024-08-16 18:25:16.350000000
59898,2,1,"",2024-09-23 12:27:59.547000000
59901,3,1,"",2024-09-25 15:11:01.890000000
59905,2,1,"",2024-08-21 16:34:53.253000000
59906,4,1,"",2025-06-25 16:50:23.963000000
59907,2,1,"",2024-08-21 16:38:29.833000000
